89,PKR,PKR,23/2/2019,1068
90,PKR,USD,,1069
91,PKR,MYR,23/2/2019,1070
92,PKR,USD,23/2/2019,1071
93,PKR,PKR,23/2/2019,1072
94,PKR,MYR,23/2/2019,1073
95,PKR,USD,23/2/2019,1074
96,PKR,USD,23/2/2019,1075
97,PKR,MYR,23/2/2019,1076
98,PKR,PKR,23/2/2019,1077
99,MYR,,23/2/2019,1078
100,PKR,USD,23/2/2019,1079
101,EURO,USD,,1080
102,PKR,USD,23/2/2019,1081
103,PKR,USD,23/2/2019,1082
104,USD,MYR,,1083
105,PKR,USD,23/2/2019,1084
106,PKR,USD,23/2/2019,1085
107,MYR,USD,23/2/2019,1086
108,MYR,MYR,23/2/2019,1087
109,MYR,USD,23/2/2019,1088
110,PKR,PKR,23/2/2019,1089
111,PKR,USD,,1090
112,PKR,MYR,23/2/2019,1091
113,PKR,USD,23/2/2019,1092
114,PKR,PKR,23/2/2019,1093
115,PKR,MYR,23/2/2019,1094
116,PKR,USD,23/2/2019,1095
117,PKR,USD,23/2/2019,1096
118,PKR,MYR,23/2/2019,1097
119,PKR,PKR,23/2/2019,1098
120,MYR,,23/2/2019,1099
121,PKR,USD,23/2/2019,1100
122,EURO,USD,,1101
123,PKR,USD,23/2/2019,1102
124,PKR,USD,23/2/2019,1103
125,USD,MYR,,1104
126,PKR,USD,23/2/2019,1105
127,PKR,USD,23/2/2019,1106
128,MYR,USD,23/2/2019,1107
129,MYR,MYR,23/2/2019,1108
130,MYR,USD,23/2/2019,1109
131,PKR,PKR,23/2/2019,1110
132,PKR,USD,,1111
133,PKR,MYR,23/2/2019,1112
134,PKR,USD,23/2/2019,1113
135,PKR,PKR,23/2/2019,1114
136,PKR,MYR,23/2/2019,1115
137,PKR,USD,23/2/2019,1116
138,PKR,USD,23/2/2019,1117
139,PKR,MYR,23/2/2019,1118
140,PKR,PKR,23/2/2019,1119
141,MYR,,23/2/2019,1120
142,PKR,USD,23/2/2019,1121
143,EURO,USD,,1122
144,PKR,USD,23/2/2019,1123
145,PKR,USD,23/2/2019,1124
146,USD,MYR,,1125
147,PKR,USD,23/2/2019,1126
148,PKR,USD,23/2/2019,1127
149,MYR,USD,23/2/2019,1128
150,MYR,MYR,23/2/2019,1129
151,MYR,USD,23/2/2019,1130
152,PKR,PKR,23/2/2019,1131
153,PKR,USD,,1132
154,PKR,MYR,23/2/2019,1133
155,PKR,USD,23/2/2019,1134
156,PKR,PKR,23/2/2019,1135
157,PKR,MYR,23/2/2019,1136
158,PKR,USD,23/2/2019,1137
159,PKR,USD,23/2/2019,1138
160,PKR,MYR,23/2/2019,1139
161,PKR,PKR,23/2/2019,1140
162,MYR,,23/2/2019,1141
163,PKR,USD,23/2/2019,1142
164,EURO,USD,,1143
165,PKR,USD,23/2/2019,1144
166,PKR,USD,23/2/2019,1145
167,USD,MYR,,1146
168,PKR,USD,23/2/2019,1147
169,PKR,USD,23/2/2019,1148
170,MYR,USD,23/2/2019,1149
171,MYR,MYR,23/2/2019,1150
172,MYR,USD,23/2/2019,1151
173,PKR,PKR,23/2/2019,1152
174,PKR,USD,,1153
175,PKR,MYR,23/2/2019,1154
176,PKR,USD,23/2/2019,1155
177,PKR,PKR,23/2/2019,1156
178,PKR,MYR,23/2/2019,1157
179,PKR,USD,23/2/2019,1158
180,PKR,USD,23/2/2019,1159
181,PKR,MYR,23/2/2019,1160
182,PKR,PKR,23/2/2019,1161
183,MYR,,23/2/2019,1162
184,PKR,USD,23/2/2019,1163
185,EURO,USD,,1164
186,PKR,USD,23/2/2019,1165
187,PKR,USD,23/2/2019,1166
188,USD,MYR,,1167
189,PKR,USD,23/2/2019,1168
190,PKR,USD,23/2/2019,1169
191,MYR,USD,23/2/2019,1170
192,MYR,MYR,23/2/2019,1171
193,MYR,USD,23/2/2019,1172
194,PKR,PKR,23/2/2019,1173
195,PKR,USD,,1174
196,PKR,MYR,23/2/2019,1175
197,PKR,USD,23/2/2019,1176
198,PKR,PKR,23/2/2019,1177
199,PKR,MYR,23/2/2019,1178
200,PKR,USD,23/2/2019,1179
201,PKR,USD,23/2/2019,1180
202,PKR,MYR,23/2/2019,1181
203,PKR,PKR,23/2/2019,1182
204,MYR,,23/2/2019,1183
205,PKR,USD,23/2/2019,1184
206,EURO,USD,,1185
207,PKR,USD,23/2/2019,1186
208,PKR,USD,23/2/2019,1187
209,USD,MYR,,1188
210,PKR,USD,23/2/2019,1189
211,PKR,USD,23/2/2019,1190
212,MYR,USD,23/2/2019,1191
213,MYR,MYR,23/2/2019,1192
214,MYR,USD,23/2/2019,1193
215,PKR,PKR,23/2/2019,1194
216,PKR,USD,,1195
217,PKR,MYR,23/2/2019,1196
218,PKR,USD,23/2/2019,1197
219,PKR,PKR,23/2/2019,1198
220,PKR,MYR,23/2/2019,1199
221,PKR,USD,23/2/2019,1200
222,PKR,USD,23/2/2019,1201
223,PKR,MYR,23/2/2019,1202
224,PKR,PKR,23/2/2019,1203
225,MYR,,23/2/2019,1204
226,PKR,USD,23/2/2019,1205
227,EURO,USD,,1206
228,PKR,USD,23/2/2019,1207
229,PKR,USD,23/2/2019,1208
230,USD,MYR,,1209
231,PKR,USD,23/2/2019,1210
232,PKR,USD,23/2/2019,1211
233,MYR,USD,23/2/2019,1212
234,MYR,MYR,23/2/2019,1213
235,MYR,USD,23/2/2019,1214
236,PKR,PKR,23/2/2019,1215
237,PKR,USD,,1216
238,PKR,MYR,23/2/2019,1217
239,PKR,USD,23/2/2019,1218
240,PKR,PKR,23/2/2019,1219
241,PKR,MYR,23/2/2019,1220
242,PKR,USD,23/2/2019,1221
243,PKR,USD,23/2/2019,1222
244,PKR,MYR,23/2/2019,1223
245,PKR,PKR,23/2/2019,1224
246,MYR,,23/2/2019,1225
247,PKR,USD,23/2/2019,1226
248,EURO,USD,,1227
249,PKR,USD,23/2/2019,1228
250,PKR,USD,23/2/2019,1229
251,USD,MYR,,1230
252,PKR,USD,23/2/2019,1231
253,PKR,USD,23/2/2019,1232
254,MYR,USD,23/2/2019,1233
255,MYR,MYR,23/2/2019,1234
256,MYR,USD,23/2/2019,1235
257,PKR,PKR,23/2/2019,1236
258,PKR,USD,,1237
259,PKR,MYR,23/2/2019,1238
260,PKR,USD,23/2/2019,1239
261,PKR,PKR,23/2/2019,1240
262,PKR,MYR,23/2/2019,1241
263,PKR,USD,23/2/2019,1242
264,PKR,USD,23/2/2019,1243
265,PKR,MYR,23/2/2019,1244
266,PKR,PKR,23/2/2019,1245
267,MYR,,23/2/2019,1246
268,PKR,USD,23/2/2019,1247
269,EURO,USD,,1248
270,PKR,USD,23/2/2019,1249
271,PKR,USD,23/2/2019,1250
272,USD,MYR,,1251
273,PKR,USD,23/2/2019,1252
274,PKR,USD,23/2/2019,1253
275,MYR,USD,23/2/2019,1254
276,MYR,MYR,23/2/2019,1255
277,MYR,USD,23/2/2019,1256
278,PKR,PKR,23/2/2019,1257
279,PKR,USD,,1258
280,PKR,MYR,23/2/2019,1259
281,PKR,USD,23/2/2019,1260
282,PKR,PKR,23/2/2019,1261
283,PKR,MYR,23/2/2019,1262
284,PKR,USD,23/2/2019,1263
285,PKR,USD,23/2/2019,1264
286,PKR,MYR,23/2/2019,1265
287,PKR,PKR,23/2/2019,1266
288,MYR,,23/2/2019,1267
289,PKR,USD,23/2/2019,1268
290,EURO,USD,,1269
291,PKR,USD,23/2/2019,1270
292,PKR,USD,23/2/2019,1271
293,USD,MYR,,1272
294,PKR,USD,23/2/2019,1273
295,PKR,USD,23/2/2019,1274
296,MYR,USD,23/2/2019,1275
297,MYR,MYR,23/2/2019,1276
298,MYR,USD,23/2/2019,1277
299,PKR,PKR,23/2/2019,1278
300,PKR,USD,,1279
301,PKR,MYR,23/2/2019,1280
302,PKR,USD,23/2/2019,1281
303,PKR,PKR,23/2/2019,1282
304,PKR,MYR,23/2/2019,1283
305,PKR,USD,23/2/2019,1284
306,PKR,USD,23/2/2019,1285
307,PKR,MYR,23/2/2019,1286
308,PKR,PKR,23/2/2019,1287
309,MYR,,23/2/2019,1288
310,PKR,USD,23/2/2019,1289
311,EURO,USD,,1290
312,PKR,USD,23/2/2019,1291
313,PKR,USD,23/2/2019,1292
314,USD,MYR,,1293
315,PKR,USD,23/2/2019,1294
316,PKR,USD,23/2/2019,1295
317,MYR,USD,23/2/2019,1296
318,MYR,MYR,23/2/2019,1297
319,MYR,USD,23/2/2019,1298
320,PKR,PKR,23/2/2019,1299
321,PKR,USD,,1300
322,PKR,MYR,23/2/2019,1301
323,PKR,USD,23/2/2019,1302
324,PKR,PKR,23/2/2019,1303
325,PKR,MYR,23/2/2019,1304
326,PKR,USD,23/2/2019,1305
327,PKR,USD,23/2/2019,1306
328,PKR,MYR,23/2/2019,1307
329,PKR,PKR,23/2/2019,1308
330,MYR,,23/2/2019,1309
331,PKR,USD,23/2/2019,1310
332,EURO,USD,,1311
333,PKR,USD,23/2/2019,1312
334,PKR,USD,23/2/2019,1313
335,USD,MYR,,1314
336,PKR,USD,23/2/2019,1315
337,PKR,USD,23/2/2019,1316
338,MYR,USD,23/2/2019,1317
339,MYR,MYR,23/2/2019,1318
340,MYR,USD,23/2/2019,1319
341,PKR,PKR,23/2/2019,1320
342,PKR,USD,,1321
343,PKR,MYR,23/2/2019,1322
344,PKR,USD,23/2/2019,1323
345,PKR,PKR,23/2/2019,1324
346,PKR,MYR,23/2/2019,1325
347,PKR,USD,23/2/2019,1326
348,PKR,USD,23/2/2019,1327
349,PKR,MYR,23/2/2019,1328
350,PKR,PKR,23/2/2019,1329
351,MYR,,23/2/2019,1330
352,PKR,USD,23/2/2019,1331
353,EURO,USD,,1332
354,PKR,USD,23/2/2019,1333
355,PKR,USD,23/2/2019,1334
356,USD,MYR,,1335
357,PKR,USD,23/2/2019,1336
358,PKR,USD,23/2/2019,1337
359,MYR,USD,23/2/2019,1338
360,MYR,MYR,23/2/2019,1339
361,MYR,USD,23/2/2019,1340
362,PKR,PKR,23/2/2019,1341
363,PKR,USD,,1342
364,PKR,MYR,23/2/2019,1343
365,PKR,USD,23/2/2019,1344
366,PKR,PKR,23/2/2019,1345
367,PKR,MYR,23/2/2019,1346
368,PKR,USD,23/2/2019,1347
369,PKR,USD,23/2/2019,1348
370,PKR,MYR,23/2/2019,1349
371,PKR,PKR,23/2/2019,1350
372,MYR,,23/2/2019,1351
373,PKR,USD,23/2/2019,1352
374,EURO,USD,,1353
375,PKR,USD,23/2/2019,1354
376,PKR,USD,23/2/2019,1355
377,USD,MYR,,1356
378,PKR,USD,23/2/2019,1357
379,PKR,USD,23/2/2019,1358
380,PKR,USD,23/2/2019,1359
381,PKR,USD,23/2/2019,1360
382,PKR,USD,23/2/2019,1361
383,PKR,USD,23/2/2019,1362
384,PKR,USD,23/2/2019,1363
385,PKR,USD,23/2/2019,1364
386,PKR,USD,23/2/2019,1365
387,PKR,USD,23/2/2019,1366
388,PKR,USD,23/2/2019,1367
389,PKR,USD,23/2/2019,1368
390,PKR,USD,23/2/2019,1369
391,PKR,USD,23/2/2019,1370
392,PKR,USD,23/2/2019,1371
393,PKR,USD,23/2/2019,1372
394,PKR,USD,23/2/2019,1373
395,PKR,USD,23/2/2019,1374
396,PKR,USD,23/2/2019,1375
397,PKR,USD,23/2/2019,1376
398,PKR,USD,23/2/2019,1377
399,PKR,USD,23/2/2019,1378
400,PKR,USD,23/2/2019,1379
401,PKR,USD,23/2/2019,1380
402,PKR,USD,23/2/2019,1381
403,PKR,USD,23/2/2019,1382
404,PKR,USD,23/2/2019,1383
405,PKR,USD,23/2/2019,1384
406,PKR,USD,23/2/2019,1385
407,PKR,USD,23/2/2019,1386
408,PKR,USD,23/2/2019,1387
409,PKR,USD,23/2/2019,1388
410,PKR,USD,23/2/2019,1389
411,PKR,USD,23/2/2019,1390
412,PKR,USD,23/2/2019,1391
413,PKR,USD,23/2/2019,1392
414,PKR,USD,23/2/2019,1393
415,PKR,USD,23/2/2019,1394
416,PKR,USD,23/2/2019,1395
417,PKR,USD,23/2/2019,1396
418,PKR,USD,23/2/2019,1397
419,PKR,USD,23/2/2019,1398
420,PKR,USD,23/2/2019,1399
421,PKR,USD,23/2/2019,1400
422,PKR,USD,23/2/2019,1401
423,PKR,USD,23/2/2019,1402
424,PKR,USD,23/2/2019,1403
425,PKR,USD,23/2/2019,1404
426,PKR,USD,23/2/2019,1405
427,PKR,USD,23/2/2019,1406
428,PKR,USD,23/2/2019,1407
429,PKR,USD,23/2/2019,1408
430,PKR,USD,23/2/2019,1409
431,PKR,USD,23/2/2019,1410
432,PKR,USD,23/2/2019,1411
433,PKR,USD,23/2/2019,1412
434,PKR,USD,23/2/2019,1413
435,PKR,USD,23/2/2019,1414
436,PKR,USD,23/2/2019,1415
437,PKR,USD,23/2/2019,1416
438,PKR,USD,23/2/2019,1417
439,PKR,USD,23/2/2019,1418
440,PKR,USD,23/2/2019,1419
441,PKR,USD,23/2/2019,1420
442,PKR,USD,23/2/2019,1421
443,PKR,USD,23/2/2019,1422
444,PKR,USD,23/2/2019,1423
445,PKR,USD,23/2/2019,1424
446,PKR,USD,23/2/2019,1425
447,PKR,USD,23/2/2019,1426
448,PKR,USD,23/2/2019,1427
449,PKR,USD,23/2/2019,1428
450,PKR,USD,23/2/2019,1429
451,PKR,USD,23/2/2019,1430
452,PKR,USD,23/2/2019,1431
453,PKR,USD,23/2/2019,1432
454,PKR,USD,23/2/2019,1433
455,PKR,USD,23/2/2019,1434
456,PKR,USD,23/2/2019,1435
457,PKR,USD,23/2/2019,1436
458,PKR,USD,23/2/2019,1437
459,PKR,USD,23/2/2019,1438
460,PKR,USD,23/2/2019,1439
461,PKR,USD,23/2/2019,1440
462,PKR,USD,23/2/2019,1441
463,PKR,USD,23/2/2019,1442
464,PKR,USD,23/2/2019,1443
465,PKR,USD,23/2/2019,1444
466,PKR,USD,23/2/2019,1445
467,PKR,USD,23/2/2019,1446
468,PKR,USD,23/2/2019,1447
469,PKR,USD,23/2/2019,1448
470,PKR,USD,23/2/2019,1449
471,PKR,USD,23/2/2019,1450
472,PKR,USD,23/2/2019,1451
473,PKR,USD,23/2/2019,1452
474,PKR,USD,23/2/2019,1453
475,PKR,USD,23/2/2019,1454
476,PKR,USD,23/2/2019,1455
477,PKR,USD,23/2/2019,1456
478,PKR,USD,23/2/2019,1457
479,PKR,USD,23/2/2019,1458
480,PKR,USD,23/2/2019,1459
481,PKR,USD,23/2/2019,1460
482,PKR,USD,23/2/2019,1461
483,PKR,USD,23/2/2019,1462
484,PKR,USD,23/2/2019,1463
485,PKR,USD,23/2/2019,1464
486,PKR,USD,23/2/2019,1465
487,PKR,USD,23/2/2019,1466
488,PKR,USD,23/2/2019,1467
489,PKR,USD,23/2/2019,1468
490,PKR,USD,23/2/2019,1469
491,PKR,USD,23/2/2019,1470
492,PKR,USD,23/2/2019,1471
493,PKR,USD,23/2/2019,1472
494,PKR,USD,23/2/2019,1473
495,PKR,USD,23/2/2019,1474
496,PKR,USD,23/2/2019,1475
497,PKR,USD,23/2/2019,1476
498,PKR,USD,23/2/2019,1477
499,PKR,USD,23/2/2019,1478
500,PKR,USD,23/2/2019,1479
501,PKR,USD,23/2/2019,1480
502,PKR,USD,23/2/2019,1481
503,PKR,USD,23/2/2019,1482
504,PKR,USD,23/2/2019,1483
505,PKR,USD,23/2/2019,1484
506,PKR,USD,23/2/2019,1485
507,PKR,USD,23/2/2019,1486
508,PKR,USD,23/2/2019,1487
509,PKR,USD,23/2/2019,1488
510,PKR,USD,23/2/2019,1489
511,PKR,USD,23/2/2019,1490
512,PKR,USD,23/2/2019,1491
513,PKR,USD,23/2/2019,1492
514,PKR,USD,23/2/2019,1493
515,PKR,USD,23/2/2019,1494
516,PKR,USD,23/2/2019,1495
517,PKR,USD,23/2/2019,1496
518,PKR,USD,23/2/2019,1497
519,PKR,USD,23/2/2019,1498
520,PKR,USD,23/2/2019,1499
521,PKR,USD,23/2/2019,1500
522,PKR,USD,23/2/2019,1501
523,PKR,USD,23/2/2019,1502
524,PKR,USD,23/2/2019,1503
525,PKR,USD,23/2/2019,1504
526,PKR,USD,23/2/2019,1505
527,PKR,USD,23/2/2019,1506
528,PKR,USD,23/2/2019,1507
529,PKR,USD,23/2/2019,1508
530,PKR,USD,23/2/2019,1509
531,PKR,USD,23/2/2019,1510
532,PKR,USD,23/2/2019,1511
533,PKR,USD,23/2/2019,1512
534,PKR,USD,23/2/2019,1513
535,PKR,USD,23/2/2019,1514
536,PKR,USD,23/2/2019,1515
537,PKR,USD,23/2/2019,1516
538,PKR,USD,23/2/2019,1517
539,PKR,USD,23/2/2019,1518
540,PKR,USD,23/2/2019,1519
541,PKR,USD,23/2/2019,1520
542,PKR,USD,23/2/2019,1521
543,PKR,USD,23/2/2019,1522
544,PKR,USD,23/2/2019,1523
545,PKR,USD,23/2/2019,1524
546,PKR,USD,23/2/2019,1525
547,PKR,USD,23/2/2019,1526
548,PKR,USD,23/2/2019,1527
549,PKR,USD,23/2/2019,1528
550,PKR,USD,23/2/2019,1529
551,PKR,USD,23/2/2019,1530
552,PKR,USD,23/2/2019,1531
553,PKR,USD,23/2/2019,1532
554,PKR,USD,23/2/2019,1533
555,PKR,USD,23/2/2019,1534
556,PKR,USD,23/2/2019,1535
557,PKR,USD,23/2/2019,1536
558,PKR,USD,23/2/2019,1537
559,PKR,USD,23/2/2019,1538
560,PKR,USD,23/2/2019,1539
561,PKR,USD,23/2/2019,1540
562,PKR,USD,23/2/2019,1541
563,PKR,USD,23/2/2019,1542
564,PKR,USD,23/2/2019,1543
565,PKR,USD,23/2/2019,1544
566,PKR,USD,23/2/2019,1545
567,PKR,USD,23/2/2019,1546
568,PKR,USD,23/2/2019,1547
569,PKR,USD,23/2/2019,1548
570,PKR,USD,23/2/2019,1549
571,PKR,USD,23/2/2019,1550
572,PKR,USD,23/2/2019,1551
573,PKR,USD,23/2/2019,1552
574,PKR,USD,23/2/2019,1553
575,PKR,USD,23/2/2019,1554
576,PKR,USD,23/2/2019,1555
577,PKR,USD,23/2/2019,1556
578,PKR,USD,23/2/2019,1557
579,PKR,USD,23/2/2019,1558
580,PKR,USD,23/2/2019,1559
581,PKR,USD,23/2/2019,1560
582,PKR,USD,23/2/2019,1561
583,PKR,USD,23/2/2019,1562
584,PKR,USD,23/2/2019,1563
585,PKR,USD,23/2/2019,1564
586,PKR,USD,23/2/2019,1565
587,PKR,USD,23/2/2019,1566
588,PKR,USD,23/2/2019,1567
589,PKR,USD,23/2/2019,1568
590,PKR,USD,23/2/2019,1569
591,PKR,USD,23/2/2019,1570
592,PKR,USD,23/2/2019,1571
593,PKR,USD,23/2/2019,1572
594,PKR,USD,23/2/2019,1573
595,PKR,USD,23/2/2019,1574
596,PKR,USD,23/2/2019,1575
597,PKR,USD,23/2/2019,1576
598,PKR,USD,23/2/2019,1577
599,PKR,USD,23/2/2019,1578
600,PKR,USD,23/2/2019,1579
601,PKR,USD,23/2/2019,1580
602,PKR,USD,23/2/2019,1581
603,PKR,USD,23/2/2019,1582
604,PKR,USD,23/2/2019,1583
605,PKR,USD,23/2/2019,1584
606,PKR,USD,23/2/2019,1585
607,PKR,USD,23/2/2019,1586
608,PKR,USD,23/2/2019,1587
609,PKR,USD,23/2/2019,1588
610,PKR,USD,23/2/2019,1589
611,PKR,USD,23/2/2019,1590
612,PKR,USD,23/2/2019,1591
613,PKR,USD,23/2/2019,1592
614,PKR,USD,23/2/2019,1593
615,PKR,USD,23/2/2019,1594
616,PKR,USD,23/2/2019,1595
617,PKR,USD,23/2/2019,1596
618,PKR,USD,23/2/2019,1597
619,PKR,USD,23/2/2019,1598
620,PKR,USD,23/2/2019,1599
621,PKR,USD,23/2/2019,1600
622,PKR,USD,23/2/2019,1601
623,PKR,USD,23/2/2019,1602
624,PKR,USD,23/2/2019,1603
625,PKR,USD,23/2/2019,1604
626,PKR,USD,23/2/2019,1605
627,PKR,USD,23/2/2019,1606
628,PKR,USD,23/2/2019,1607
629,PKR,USD,23/2/2019,1608
630,PKR,USD,23/2/2019,1609
631,PKR,USD,23/2/2019,1610
632,PKR,USD,23/2/2019,1611
633,PKR,USD,23/2/2019,1612
634,PKR,USD,23/2/2019,1613
635,PKR,USD,23/2/2019,1614
636,PKR,USD,23/2/2019,1615
637,PKR,USD,23/2/2019,1616
638,PKR,USD,23/2/2019,1617
639,PKR,USD,23/2/2019,1618
640,PKR,USD,23/2/2019,1619
641,PKR,USD,23/2/2019,1620
642,PKR,USD,23/2/2019,1621
643,PKR,USD,23/2/2019,1622
644,PKR,USD,23/2/2019,1623
645,PKR,USD,23/2/2019,1624
646,PKR,USD,23/2/2019,1625
647,PKR,USD,23/2/2019,1626
648,PKR,USD,23/2/2019,1627
649,PKR,USD,23/2/2019,1628
650,PKR,USD,23/2/2019,1629
651,PKR,USD,23/2/2019,1630
652,PKR,USD,23/2/2019,1631
653,PKR,USD,23/2/2019,1632
654,PKR,USD,23/2/2019,1633
655,PKR,USD,23/2/2019,1634
656,PKR,USD,23/2/2019,1635
657,PKR,USD,23/2/2019,1636
658,PKR,USD,23/2/2019,1637
659,PKR,USD,23/2/2019,1638
660,PKR,USD,23/2/2019,1639
661,PKR,USD,23/2/2019,1640
662,PKR,USD,23/2/2019,1641
663,PKR,USD,23/2/2019,1642
664,PKR,USD,23/2/2019,1643
665,PKR,USD,23/2/2019,1644
666,PKR,USD,23/2/2019,1645
667,PKR,USD,23/2/2019,1646
668,PKR,USD,23/2/2019,1647
669,PKR,USD,23/2/2019,1648
670,PKR,USD,23/2/2019,1649
671,PKR,USD,23/2/2019,1650
672,PKR,USD,23/2/2019,1651
673,PKR,USD,23/2/2019,1652
674,PKR,USD,23/2/2019,1653
675,PKR,USD,23/2/2019,1654
676,PKR,USD,23/2/2019,1655
677,PKR,USD,23/2/2019,1656
678,PKR,USD,23/2/2019,1657
679,PKR,USD,23/2/2019,1658
680,PKR,USD,23/2/2019,1659
681,PKR,USD,23/2/2019,1660
682,PKR,USD,23/2/2019,1661
683,PKR,USD,23/2/2019,1662
684,PKR,USD,23/2/2019,1663
685,PKR,USD,23/2/2019,1664
686,PKR,USD,23/2/2019,1665
687,PKR,USD,23/2/2019,1666
688,PKR,USD,23/2/2019,1667
689,PKR,USD,23/2/2019,1668
690,PKR,USD,23/2/2019,1669
691,PKR,USD,23/2/2019,1670
692,PKR,USD,23/2/2019,1671
693,PKR,USD,23/2/2019,1672
694,PKR,USD,23/2/2019,1673
695,PKR,USD,23/2/2019,1674
696,PKR,USD,23/2/2019,1675
697,PKR,USD,23/2/2019,1676
698,PKR,USD,23/2/2019,1677
699,PKR,USD,23/2/2019,1678
700,PKR,USD,23/2/2019,1679
701,PKR,USD,23/2/2019,1680
702,PKR,USD,23/2/2019,1681
703,PKR,USD,23/2/2019,1682
704,PKR,USD,23/2/2019,1683
705,PKR,USD,23/2/2019,1684
706,PKR,USD,23/2/2019,1685
707,PKR,USD,23/2/2019,1686
708,PKR,USD,23/2/2019,1687
709,PKR,USD,23/2/2019,1688
710,PKR,USD,23/2/2019,1689
711,PKR,USD,23/2/2019,1690
712,PKR,USD,23/2/2019,1691
713,PKR,USD,23/2/2019,1692
714,PKR,USD,23/2/2019,1693
715,PKR,USD,23/2/2019,1694
716,PKR,USD,23/2/2019,1695
717,PKR,USD,23/2/2019,1696
718,PKR,USD,23/2/2019,1697
719,PKR,USD,23/2/2019,1698
720,PKR,USD,23/2/2019,1699
721,PKR,USD,23/2/2019,1700
722,PKR,USD,23/2/2019,1701
723,PKR,USD,23/2/2019,1702
724,PKR,USD,23/2/2019,1703
725,PKR,USD,23/2/2019,1704
726,PKR,USD,23/2/2019,1705
727,PKR,USD,23/2/2019,1706
728,PKR,USD,23/2/2019,1707
729,PKR,USD,23/2/2019,1708
730,PKR,USD,23/2/2019,1709
731,PKR,USD,23/2/2019,1710
732,PKR,USD,23/2/2019,1711
733,PKR,USD,23/2/2019,1712
734,PKR,USD,23/2/2019,1713
735,PKR,USD,23/2/2019,1714
736,PKR,USD,23/2/2019,1715
737,PKR,USD,23/2/2019,1716
738,PKR,USD,23/2/2019,1717
739,PKR,USD,23/2/2019,1718
740,PKR,USD,23/2/2019,1719
741,PKR,USD,23/2/2019,1720
742,PKR,USD,23/2/2019,1721
743,PKR,USD,23/2/2019,1722
744,PKR,USD,23/2/2019,1723
745,PKR,USD,23/2/2019,1724
746,PKR,USD,23/2/2019,1725
747,PKR,USD,23/2/2019,1726
748,PKR,USD,23/2/2019,1727
749,PKR,USD,23/2/2019,1728
